AllocationYear,Cluster,BeneficiariesActualTotal,BeneficiariesPlannedTotal,Budgetbycluster,AllocationSourceName
2016,Emergency Shelter and NFI,34373,30000,999770.55,Reserve
2016,Emergency Shelter and NFI,29982,18000,990204.22,Reserve
2016,Emergency Shelter and NFI,53408,50200,1749914.38,Reserve
2016,Protection,31265,21660,354610.84,Reserve
2016,Water Sanitation Hygiene,43134,31182,598807.81,Reserve
2016,Water Sanitation Hygiene,54743,27000,988972.65,Reserve
2016,Water Sanitation Hygiene,219307,77500,499905.07,Reserve
2016,Water Sanitation Hygiene,100482,100842,500000.32,Reserve
2016,Water Sanitation Hygiene,33684,33684,454390.61,Reserve
2016,Water Sanitation Hygiene,70547,50000,498507.65,Reserve
2016,Water Sanitation Hygiene,156208,130800,1249998.61,Reserve
2016,Water Sanitation Hygiene,7291,7291,364884.34,Reserve
2016,Water Sanitation Hygiene,29700,62500,500000,Reserve
2016,Water Sanitation Hygiene,67800,54000,499994.95,Reserve
2016,Water Sanitation Hygiene,136696,100000,2001897.24,Reserve
2016,Camp Coordination / Management,49316,48265,710673.43,Standard
2016,Camp Coordination / Management,62,62,450779.7,Standard
2016,Camp Coordination / Management,8514,12800,629566.91,Standard
2016,Education,6644,3422,414562.62,Standard
2016,Education,5500,5500,315751.65,Standard
2016,Education,1800,1795,337572.96,Standard
2016,Education,5241,5241,521525.28,Standard
2016,Education,23703,4675,621525.57,Standard
2016,Education,4007,2392,440503,Standard
2016,Food Security,9347,9347,509702.53,Standard
2016,Food Security,1412,1412,419112.15,Standard
2016,Food Security,7062,1100,371948.05,Standard
2016,Food Security,1949,2100,452588.6,Standard
2016,Food Security,3356,3065,649999.86,Standard
2016,Food Security,5550,6000,589859.44,Standard
2016,Health,34090.4,29123.2,313122.23,Standard
2016,Nutrition,8522.6,7280.8,78280.56,Standard
2016,Health,97704,37500,368633.91,Standard
2016,Nutrition,32568,12500,122877.97,Standard
2016,Health,80740.8,66765.6,338343.19,Standard
2016,Nutrition,8971.2,7418.4,37593.69,Standard
2016,Health,43925,47949,525184.89,Standard
2016,Health,85415,95912,412212.3,Standard
2016,Health,109051,106818,596380.02,Standard
2016,Health,49804,36300,405679.37,Standard
2016,Health,3204,3362,333464.43,Standard
2016,Health,158415,166633,607573.82,Standard
2016,Health,85548,63530,324785.66,Standard
2016,Emergency Shelter and NFI,25291,25800,520828.49,Standard
2016,Emergency Shelter and NFI,2300,1500,395886.68,Standard
2016,Emergency Shelter and NFI,2090,1625,251375.1,Standard
2016,Emergency Shelter and NFI,4816,4900,305767.48,Standard
2016,Protection,27325,13501,338359.36,Standard
2016,Protection,19064,11185,321304.49,Standard
2016,Protection,69182,61500,389860.65,Standard
2016,Protection,74094,56680,605888.04,Standard
2016,Protection,19263,20800,348716.85,Standard
2016,Education,45441.01,45365.81,354814.71,Standard
2016,Water Sanitation Hygiene,51241.99,51157.19,400110.21,Standard
2016,Water Sanitation Hygiene,59374,51057,315000,Standard
2016,Water Sanitation Hygiene,151800,150000,694302.03,Standard
2016,Water Sanitation Hygiene,22000,22000,380013.71,Standard
2016,Water Sanitation Hygiene,72840,79450,573541.4,Standard
2016,Water Sanitation Hygiene,118558,155500,668575.59,Standard
2016,Camp Coordination / Management,14900.06,15321.6,579590.28,Standard
2016,Emergency Shelter and NFI,76628.88,78796.8,2980750.02,Standard
2016,Food Security,14900.06,15321.6,579590.28,Standard
2016,Camp Coordination / Management,19129,28215,644300,Standard
2016,Camp Coordination / Management,17263,14934,499960.41,Standard
2016,Camp Coordination / Management,4679,5170,276085.62,Standard
2016,Camp Coordination / Management,51497,52915,699999.99,Standard
2016,Camp Coordination / Management,11636,11636,298192.95,Standard
2016,Education,2378.6,2378.6,349547.46,Standard
2016,Protection,1019.4,1019.4,149806.05,Standard
2016,Education,1263,1192,251883.89,Standard
2016,Education,9091,9091,305927.73,Standard
2016,Education,741,844,253653.61,Standard
2016,Education,4002,3811,400009.01,Standard
2016,Education,1568,1530,376239.29,Standard
2016,Education,4580,4580,253037.32,Standard
2016,Education,4916,6106,554200.5,Standard
2016,Education,1554,1499,251630.83,Standard
2016,Food Security,33026,24250,601420.37,Standard
2016,Food Security,6309,5000,299268.3,Standard
2016,Food Security,637,600,486448.54,Standard
2016,Food Security,177490,136650,980192.49,Standard
2016,Food Security,1939,1500,355513.52,Standard
2016,Food Security,7826,5200,393917.34,Standard
2016,Food Security,4791,6000,551278.42,Standard
2016,Food Security,5804,4800,464914.68,Standard
2016,Food Security,1786,1800,700000.42,Standard
2016,Health,23031.2,17960,300352.59,Standard
2016,Nutrition,5757.8,4490,75088.15,Standard
2016,Health,22781.5,16212,261856.75,Standard
2016,Nutrition,9763.5,6948,112224.32,Standard
2016,Health,52191,74880,421046.28,Standard
2016,Health,43639.2,39250.4,484382.18,Standard
2016,Nutrition,10909.8,9812.6,121095.54,Standard
2016,Health,71958,40952,385258.85,Standard
2016,Health,5269,3725,600000.01,Standard
2016,Health,40104,29519,767619.07,Standard
2016,Health,64958,52400,343312.19,Standard
2016,Health,20195,50334,256912.89,Standard
2016,Health,15535,7701,363963.6,Standard
2016,Health,68742,59479,441276.56,Standard
2016,Health,88044,28350,280971.3,Standard
2016,Health,49846,62364,573958.85,Standard
2016,Health,41134.5,62500,188351.08,Standard
2016,Nutrition,41134.5,62500,188351.08,Standard
2016,Emergency Shelter and NFI,24764,19398,499985.87,Standard
2016,Emergency Shelter and NFI,23261,22200,495191.08,Standard
2016,Protection,19124,16000,291071.84,Standard
2016,Protection,26333,12400,765461.46,Standard
2016,Protection,14353,8843,592227.88,Standard
2016,Protection,109185,85100,750000,Standard
2016,Protection,58326,42942,695179.92,Standard
2016,Protection,185,52,462130.65,Standard
2016,Protection,117701,43110,623219.9,Standard
2016,Protection,14587,10294,480389.08,Standard
2016,Protection,79443,72632,305519.45,Standard
2016,Protection,438,351,339393.3,Standard
2016,Water Sanitation Hygiene,18332,7483,532500,Standard
2016,Water Sanitation Hygiene,48251,42638,658426.34,Standard
2016,Water Sanitation Hygiene,39193,39173,719578.67,Standard
2016,Water Sanitation Hygiene,11459,9990,270462.83,Standard
2016,Water Sanitation Hygiene,107500,107500,403968.76,Standard
2016,Water Sanitation Hygiene,0,38814,413972.92,Standard
2017,Camp Coordination / Management,0,5400,1886440.28,Reserve
2017,Coordination and Support Services,200,200,482932.23,Reserve
2017,Coordination and Support Services,4,4,1992648.8,Reserve
2017,Coordination and Support Services,394,1500,188647.42,Reserve
2017,Protection,391,300,99884.5,Reserve
2017,Protection,200,200,1200000.39,Reserve
2017,Nutrition,,87844,500000.3,Reserve
2017,Water Sanitation Hygiene,59736,31886,400016.16,Reserve
2017,Water Sanitation Hygiene,12830,10648,347430.07,Reserve
2017,Water Sanitation Hygiene,,37283,249960.71,Reserve
2017,Camp Coordination / Management,38578,50192,1099012.75,Standard
2017,Camp Coordination / Management,12274,12274,300000.18,Standard
2017,Camp Coordination / Management,4150,3530,300000,Standard
2017,Camp Coordination / Management,11793,9979,299436.4,Standard
2017,Education,1533,2764,225267.1,Standard
2017,Education,2206,2340,307235.2,Standard
2017,Education,1911,2812,352115.39,Standard
2017,Education,2067,1990,300000.66,Standard
2017,Education,3751,2600,346033.74,Standard
2017,Education,4541,6269,344293.9,Standard
2017,Early Recovery,0,5641.68,305323.52,Standard
2017,Emergency Shelter and NFI,0,7180.32,388593.56,Standard
2017,Early Recovery,1206,1200,300000,Standard
2017,Early Recovery,164,634,300017.1,Standard
2017,Early Recovery,0,1000,600056,Standard
2017,Food Security,1383,2291,575000,Standard
2017,Food Security,7161,6616,387414.37,Standard
2017,Food Security,4884,700,341977.35,Standard
2017,Food Security,41846,30128,299910.92,Standard
2017,Food Security,6144,1410,298941.95,Standard
2017,Food Security,0,9000,650431.6,Standard
2017,Health,25184.6,24369.1,344400.85,Standard
2017,Nutrition,10793.4,10443.9,147600.37,Standard
2017,Health,63742.5,63742.5,399333.31,Standard
2017,Nutrition,21247.5,21247.5,133111.1,Standard
2017,Health,186300,283593.6,1801856.27,Standard
2017,Nutrition,20700,31510.4,200206.25,Standard
2017,Health,79065,55600,699501.8,Standard
2017,Health,79453,63009,364215.16,Standard
2017,Health,60422,60969,346923.15,Standard
2017,Emergency Shelter and NFI,28034,12830,565000,Standard
2017,Emergency Shelter and NFI,3040,2600,398302.15,Standard
2017,Emergency Shelter and NFI,1482,1828,304373.81,Standard
2017,Emergency Shelter and NFI,3449,3090,362665.8,Standard
2017,Emergency Shelter and NFI,2662,3380,344444.77,Standard
2017,Protection,16873,25000,432836.4,Standard
2017,Protection,10966,9300,297611.69,Standard
2017,Protection,8556,18800,300051.54,Standard
2017,Protection,4374,4900,250818.85,Standard
2017,Protection,1178263,1019592,316220.28,Standard
2017,Protection,1758,9032,339707.61,Standard
2017,Protection,93278,34649,303959.18,Standard
2017,Protection,2256,14400,300093.27,Standard
2017,Water Sanitation Hygiene,954241,890945,709418.56,Standard
2017,Water Sanitation Hygiene,37639,29769,630900.52,Standard
2017,Water Sanitation Hygiene,31951,31951,305642.07,Standard
2017,Water Sanitation Hygiene,7795,7529,295567.44,Standard
2017,Water Sanitation Hygiene,108891,69518,422462.35,Standard
2017,Water Sanitation Hygiene,15000,15000,400143.08,Standard
2017,Camp Coordination / Management,22594,22594,451817.13,Standard
2017,Camp Coordination / Management,96937,102841,720000,Standard
2017,Camp Coordination / Management,9373,6800,252805.8,Standard
2017,Camp Coordination / Management,13627,13592,268511.83,Standard
2017,Education,8445,8327,250000.26,Standard
2017,Education,34578,23708,269825.11,Standard
2017,Education,27949,27364,246640.18,Standard
2017,Education,2773,2650,242513.27,Standard
2017,Education,32448,24523,253001.89,Standard
2017,Food Security,2329,12000,325119.8,Standard
2017,Food Security,1700,1700,249475.68,Standard
2017,Food Security,6216,5100,309318.19,Standard
2017,Food Security,9991,10240,251963.17,Standard
2017,Food Security,8889,9972,257163.8,Standard
2017,Food Security,7728,7200,249891.23,Standard
2017,Food Security,9462,10000,259967.2,Standard
2017,Food Security,,18000,275041.36,Standard
2017,Health,43456,38354,524499.56,Standard
2017,Health,48457,61779,494953.58,Standard
2017,Health,13566,13200,217075.05,Standard
2017,Health,31429,30316,264009.4,Standard
2017,Health,41178,34208,762220.71,Standard
2017,Health,63178,27937,329144.84,Standard
2017,Health,37674,41500,682474.29,Standard
2017,Health,37413,32463,246237.71,Standard
2017,Health,16235,14040,132000,Standard
2017,Health,14583,47652,219769.01,Standard
2017,Health,60521,40087,197860.93,Standard
2017,Camp Coordination / Management,,36442.2,692433.3,Standard
2017,Emergency Shelter and NFI,,206505.8,3923788.71,Standard
2017,Emergency Shelter and NFI,30464,34217,499524.15,Standard
2017,Emergency Shelter and NFI,0,7302,606597.99,Standard
2017,Emergency Shelter and NFI,2473,2220,499999.98,Standard
2017,Emergency Shelter and NFI,14485,14400,454047.44,Standard
2017,Emergency Shelter and NFI,9849,10291,361405.88,Standard
2017,Emergency Shelter and NFI,10895,10800,412612.04,Standard
2017,Protection,3322,2440,253486.21,Standard
2017,Protection,2943,2900,253940.3,Standard
2017,Protection,23106,12700,253057.14,Standard
2017,Protection,313,3050,250024.76,Standard
2017,Protection,13699,14000,264415.83,Standard
2017,Protection,15809,11694,249455.79,Standard
2017,Protection,56353,12565,255887.39,Standard
2018,Camp Coordination / Management,3014,13826,299493.1,Reserve
2018,Food Security,23228,12980,499989.6,Reserve
2018,Food Security,,21760,588711.87,Reserve
2018,Food Security,,34842,1410613.8,Reserve
2018,Food Security,22532,16500,463349.63,Reserve
2018,Food Security,56060,14755,418766.01,Reserve
2018,Health,,128071.93,637583.42,Reserve
2018,Nutrition,,47369.07,235818.53,Reserve
2018,Health,381223,279583,1051394.03,Reserve
2018,Health,5141,11700,257823.8,Reserve
2018,Health,74080,74030,592233.57,Reserve
2018,Nutrition,20789,14360,246656.4,Reserve
2018,Nutrition,56687,44625,198280.84,Reserve
2018,Nutrition,21843,15000,218176.11,Reserve
2018,Camp Coordination / Management,14422.8,28700,1276206.27,Reserve
2018,Emergency Shelter and NFI,26785.2,53300,2370097.36,Reserve
2018,Emergency Shelter and NFI,6569,7330,266001.79,Reserve
2018,Protection,136,28118,253757.69,Reserve
2018,Protection,,56213,374115.7,Reserve
2018,Protection,1575,30769,280866.93,Reserve
2018,Water Sanitation Hygiene,192509,172186,490149.03,Reserve
2018,Water Sanitation Hygiene,77133,94709,962592.26,Reserve
2018,Health,59451,63902,806520,Reserve
2018,Health,,63708,687195,Reserve
2018,Camp Coordination / Management,,7980,1023216.93,Reserve
2018,Coordination and Support Services,,1520,194898.46,Reserve
2018,Camp Coordination / Management,,10600,352055.68,Reserve
2018,Camp Coordination / Management,,56506,2259361.88,Reserve
2018,Coordination and Support Services,4,4,1171051.17,Reserve
2018,Food Security,16502,12000,256965.85,Reserve
2018,Food Security,0,15624,535241.82,Reserve
2018,Food Security,9964,14340,473402,Reserve
2018,Food Security,9995,7900,297133.12,Reserve
2018,Emergency Shelter and NFI,,1800,299971.24,Reserve
2018,Emergency Shelter and NFI,30334,60000,1199999.9,Reserve
2018,Water Sanitation Hygiene,,133924,2525109.7,Reserve
2018,Water Sanitation Hygiene,,75000,1224513.56,Reserve
2018,Education,,30909.4,609360.45,Standard
2018,Health,,5454.6,107534.2,Standard
2018,Education,,3538,399730.6,Standard
2018,Protection,,0,0,Standard
2018,Education,,2033,565201.39,Standard
2018,Education,,5180,546659.92,Standard
2018,Education,,2392,561862.18,Standard
2018,Education,,15037,715069.82,Standard
2018,Health,,8244.58,173845.68,Standard
2018,Protection,,9678.42,204079.71,Standard
2018,Health,,75405,465246.7,Standard
2018,Emergency Shelter and NFI,,1530,333000,Standard
2018,Education,,13678.29,395311.11,Standard
2018,Protection,,10318.71,298217.15,Standard
2018,Education,,13551.45,223625.89,Standard
2018,Protection,,27513.55,454028.33,Standard
2018,Health,,16588.9,198684.03,Standard
2018,Protection,,27066.1,324168.69,Standard
2018,Emergency Shelter and NFI,,2582.4,286711.62,Standard
2018,Protection,,3873.6,430067.44,Standard
2018,Protection,,23000,341875.7,Standard
2018,Protection,,12400,399560.47,Standard
2018,Protection,,14400,233237.73,Standard
2018,Protection,,1203,288519.72,Standard
2018,Water Sanitation Hygiene,,39599,548924.08,Standard
2018,Water Sanitation Hygiene,,11688,250007.55,Standard
2018,Water Sanitation Hygiene,,38800,380001.67,Standard
2018,Water Sanitation Hygiene,,31239,349999.96,Standard
2018,Camp Coordination / Management,,32050,1803302.97,Standard
2018,Emergency Shelter and NFI,,96150,5409908.9,Standard
2018,Camp Coordination / Management,,102274,554360.24,Standard
2018,Camp Coordination / Management,,14987,218986.2,Standard
2018,Food Security,,8965,352499.73,Standard
2018,Food Security,,650,252086.65,Standard
2018,Food Security,,7500,265065.22,Standard
2018,Food Security,,9390,248953.86,Standard
2018,Food Security,,4020,235820.63,Standard
2018,Food Security,,7200,349773.37,Standard
2018,Health,,46753.3,412530.91,Standard
2018,Nutrition,,2460.7,21712.15,Standard
2018,Health,,43838.2,267461.03,Standard
2018,Nutrition,,18787.8,114626.15,Standard
2018,Health,,47406.72,203673.13,Standard
2018,Nutrition,,26666.28,114566.14,Standard
2018,Health,,9828,164814.66,Standard
2018,Nutrition,,1092,18312.74,Standard
2018,Health,,34745.4,200960.83,Standard
2018,Nutrition,,42466.6,245618.8,Standard
2018,Health,,17066.4,325113.51,Standard
2018,Water Sanitation Hygiene,,25599.6,487670.26,Standard
2018,Health,,314,552841.52,Standard
2018,Nutrition,,81000,320895.14,Standard
2018,Camp Coordination / Management,,11006.5,399276.92,Standard
2018,Emergency Shelter and NFI,,11006.5,399276.92,Standard
2018,Emergency Shelter and NFI,,24700,997755.74,Standard
2018,Emergency Shelter and NFI,,10800,499163.98,Standard
2018,Emergency Shelter and NFI,,6600,299857.07,Standard
2018,Emergency Shelter and NFI,,6765,300391.8,Standard
2018,Emergency Shelter and NFI,,7200,297983.23,Standard
2018,Camp Coordination / Management,,2288,149898.2,Standard
2018,Water Sanitation Hygiene,,8112,531457.26,Standard
2018,Water Sanitation Hygiene,,40913,930995.71,Standard
2018,Water Sanitation Hygiene,,39610,529013,Standard
2018,Water Sanitation Hygiene,,13000,526934.34,Standard
2018,Water Sanitation Hygiene,,29325,538298.54,Standard
2014,Coordination and Support Services,,0,28872.58,Reserve
2014,Education,,0,470573,Reserve
2014,Education,,0,135026.3,Reserve
2014,Food Security,,0,200001.08,Reserve
2014,Food Security,,0,350121.18,Reserve
2014,Food Security,,0,249935.95,Reserve
2014,Food Security,,0,268140.5,Reserve
